Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2013-08-29,29,August,2013,25.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,46,32,78,Less than 100
2014-06-10,10,June,2014,34.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,43,15,58,Less than 100
2015-11-28,28,Nov,2015,43.0,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,17,3,8,84,51,135,Less than 100
2014-03-07,7,Mar,2014,22.0,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,-----,4,42,54,13,168,181,Less than 100
2015-05-05,5,May,2015,23.0,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,295,1083,1378,More or equal to 100
2015-08-20,20,August,2015,38.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10,Less than 100
2015-12-28,28,Dec,2015,41.0,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,7,11,30,125,77,202,More or equal to 100
2013-10-11,11,October,2013,53.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,391,247,638,More or equal to 100
2012-04-10,10,April,2012,39.0,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498,More or equal to 100
2015-08-25,25,August,2015,62.0,Adults (35-64),M,USA,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74,Less than 100
2016-01-18,18,January,2016,37.0,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,13,126,139,Less than 100
2015-07-31,31,July,2015,37.0,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249,More or equal to 100
2015-10-07,7,October,2015,26.0,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,12,2,5,34,24,58,Less than 100
2012-10-04,4,October,2012,29.0,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1884,4342,6226,More or equal to 100
2016-03-19,19,Mar,2016,28.0,Young Adults (25-34),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,528,351,879,More or equal to 100
2016-01-20,20,January,2016,43.0,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454,More or equal to 100
2016-07-12,12,July,2016,50.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,26,12,33,537,312,849,More or equal to 100
2014-04-24,24,April,2014,44.0,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,15,14,29,Less than 100
2013-10-03,3,October,2013,38.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,17,18,35,Less than 100
2015-12-26,26,Dec,2015,40.0,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,227,169,396,More or equal to 100
2015-10-05,5,October,2015,40.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30,Less than 100
2016-01-06,6,January,2016,69.0,Seniors (64+),F,USA,California,Accessories,Tires and Tubes,ML Road Tire,20,9,25,310,180,490,More or equal to 100
2016-04-28,28,April,2016,1.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86,Less than 100
2016-02-16,16,Feb,2016,54.0,Adults (35-64),M,United States,Washington,Clothing,Vests,"Classic Vest, S",10,24,64,259,240,499,More or equal to 100
2013-09-28,28,September,2013,26.0,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Fenders,Fender Set - Mountain,8,8,22,89,64,153,Less than 100
2014-03-11,11,Mar,2014,29.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,Touring Tire,26,11,29,453,286,739,More or equal to 100
2014-01-13,13,January,2014,54.0,Adults (35-64),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",8,9,24,95,72,167,Less than 100
2013-08-21,21,August,2013,29.0,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,18,25,43,Less than 100
2014-03-10,10,Mar,2014,37.0,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,28,7,9,51,196,247,Less than 100
2016-05-17,17,May,2016,44.0,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69,Less than 100
2015-10-06,6,October,2015,1.0,Youth (<25),F,USA,California,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,17,12,29,Less than 100
2014-07-10,10,July,2014,43.0,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,22,8,22,289,176,465,More or equal to 100
2013-10-30,30,October,2013,36.0,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,433,273,706,More or equal to 100
2015-12-10,10,Dec,2015,26.0,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,9,14,23,Less than 100
2016-06-21,21,June,2016,28.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,8,6,14,Less than 100
2016-01-07,7,January,2016,27.0,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,15,23,38,Less than 100
2014-02-02,2,Feb,2014,58.0,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",6,9,24,89,54,143,Less than 100
2014-03-26,26,Mar,2014,40.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,93,48,141,Less than 100
2016-05-27,27,May,2016,50.0,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,23,8,22,317,184,501,More or equal to 100
2014-05-11,11,May,2014,31.0,Young Adults (25-34),M,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,19,8,22,191,152,343,More or equal to 100
2015-10-09,9,October,2015,33.0,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,Less than 100
2016-06-27,27,June,2016,40.0,Adults (35-64),M,USA,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,4,42,46,Less than 100
2014-03-03,3,Mar,2014,26.0,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,155,487,642,More or equal to 100
2013-10-16,16,October,2013,28.0,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,193,755,948,More or equal to 100
2016-03-29,29,Mar,2016,28.0,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113,More or equal to 100
2013-10-16,16,October,2013,36.0,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,4,7,9,7,28,35,Less than 100
2013-08-31,31,August,2013,32.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,8,11,30,121,88,209,More or equal to 100
2014-04-04,4,April,2014,40.0,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,121,308,429,More or equal to 100
2013-12-14,14,Dec,2013,36.0,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,329,713,1042,More or equal to 100
2013-08-11,11,August,2013,50.0,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,312,1083,1395,More or equal to 100
2016-06-23,23,June,2016,1.0,Youth (<25),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,160,81,241,More or equal to 100
2015-07-04,4,July,2015,29.0,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506,More or equal to 100
2013-11-24,24,Nov,2013,30.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,More or equal to 100
2014-04-23,23,April,2014,1.0,Youth (<25),F,France,Hauts de Seine,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,38,14,52,Less than 100
2016-02-04,4,Feb,2016,21.0,Youth (<25),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,408,338,746,More or equal to 100
2015-09-11,11,September,2015,19.0,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,48,34,82,Less than 100
2013-11-15,15,Nov,2013,1.0,Youth (<25),M,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,499,1083,1582,More or equal to 100
2014-02-26,26,Feb,2014,32.0,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,17,7,9,13,119,132,Less than 100
2014-04-27,27,April,2014,24.0,Youth (<25),F,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164,Less than 100
2013-11-27,27,Nov,2013,40.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54,Less than 100
2014-05-06,6,May,2014,48.0,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Less than 100
2016-06-01,1,June,2016,17.0,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,80,84,164,Less than 100
2014-03-09,9,Mar,2014,59.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,20,21,41,Less than 100
2012-05-18,18,May,2012,41.0,Adults (35-64),F,France,Yveline,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,603,3110,3713,More or equal to 100
2015-12-29,29,Dec,2015,19.0,Youth (<25),M,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20,Less than 100
2013-11-08,8,Nov,2013,1.0,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25,240,144,384,More or equal to 100
2016-06-28,28,June,2016,49.0,Adults (35-64),F,Australia,South Australia,Clothing,Vests,"Classic Vest, L",13,24,64,370,312,682,More or equal to 100
2014-02-03,3,Feb,2014,35.0,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",5,38,50,58,190,248,Less than 100
2016-04-26,26,April,2016,33.0,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,36,38,74,Less than 100
2016-04-25,25,April,2016,36.0,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797,More or equal to 100
2014-04-20,20,April,2014,1.0,Youth (<25),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272,More or equal to 100
2016-02-13,13,Feb,2016,31.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13,Less than 100
2013-08-11,11,August,2013,31.0,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,7,7,9,4,49,53,Less than 100
2015-08-19,19,August,2015,52.0,Adults (35-64),M,USA,California,Accessories,Bottles and Cages,-----,18,4,10,104,72,176,More or equal to 100
2015-07-14,14,July,2015,52.0,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498,More or equal to 100
2015-08-13,13,August,2015,37.0,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,53,504,557,Less than 100
2011-12-13,13,Dec,2011,37.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,More or equal to 100
2014-07-08,8,July,2014,22.0,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,40,42,82,Less than 100
2016-04-18,18,April,2016,30.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5,Less than 100
2014-04-19,19,April,2014,59.0,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,46,44,90,Less than 100
2016-02-13,13,Feb,2016,30.0,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,536,338,874,More or equal to 100
2013-09-10,10,September,2013,26.0,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595,More or equal to 100
2014-03-27,27,Mar,2014,50.0,Adults (35-64),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,19,8,22,174,152,326,More or equal to 100
2013-12-04,4,Dec,2013,1.0,Youth (<25),M,United States,Washington,Bikes,Road Bikes,-----,1,713,1120,161,713,874,More or equal to 100
2016-05-23,23,May,2016,26.0,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,Less than 100
2016-05-08,8,May,2016,35.0,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,More or equal to 100
2014-06-29,29,June,2014,44.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,26,18,44,Less than 100
2013-10-26,26,October,2013,56.0,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,596,364,960,More or equal to 100
2013-12-29,29,Dec,2013,27.0,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,332,221,553,More or equal to 100
2015-08-08,8,August,2015,48.0,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54,Less than 100
2016-03-20,20,Mar,2016,24.0,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,44,40,84,Less than 100
2016-02-05,5,Feb,2016,41.0,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113,Less than 100
2015-12-25,25,Dec,2015,46.0,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9,Less than 100
2013-12-02,2,Dec,2013,51.0,Adults (35-64),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",19,26,70,809,494,1303,More or equal to 100
2016-01-30,30,January,2016,28.0,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12,Less than 100
2015-12-24,24,Dec,2015,31.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50,Less than 100
2013-11-16,16,Nov,2013,18.0,Youth (<25),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,779,468,1247,More or equal to 100
2015-09-04,4,September,2015,33.0,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bottles and Cages,-----,30,2,5,80,60,140,Less than 100
2016-01-03,3,January,2016,41.0,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805,More or equal to 100
2015-09-09,9,September,2015,41.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,166,99,265,More or equal to 100
2015-08-26,26,August,2015,21.0,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,455,273,728,More or equal to 100
2016-06-18,18,June,2016,35.0,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,100,91,191,More or equal to 100
2016-07-10,10,July,2016,49.0,Adults (35-64),F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, L",20,26,70,572,520,1092,More or equal to 100
2016-02-27,27,Feb,2016,28.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25,Less than 100
2011-12-08,8,Dec,2011,30.0,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,4123,5064,9187,More or equal to 100
2014-02-09,9,Feb,2014,29.0,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517,More or equal to 100
2014-07-28,28,July,2014,34.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,Less than 100
2014-04-24,24,April,2014,45.0,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,906,2171,3077,More or equal to 100
2014-02-06,6,Feb,2014,36.0,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,Less than 100
2013-08-05,5,August,2013,23.0,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,23,12,33,316,276,592,More or equal to 100
2016-04-18,18,April,2016,45.0,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,351,1555,1906,More or equal to 100
2016-02-23,23,Feb,2016,30.0,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,42,30,72,Less than 100
2013-06-01,1,June,2013,36.0,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,172,713,885,More or equal to 100
2013-12-05,5,Dec,2013,28.0,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,-----,11,7,9,21,77,98,Less than 100
2012-02-02,2,Feb,2012,38.0,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2742,4342,7084,More or equal to 100
2014-01-05,5,January,2014,31.0,Young Adults (25-34),F,USA,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,280,487,767,More or equal to 100
2013-08-20,20,August,2013,18.0,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,Less than 100
2016-06-08,8,June,2016,52.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,126,344,470,More or equal to 100
2015-06-30,30,June,2015,28.0,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,498,840,1338,More or equal to 100
2013-09-19,19,September,2013,43.0,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,396,713,1109,More or equal to 100
2011-03-22,22,Mar,2011,31.0,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,-----,2,1252,2295,1122,2504,3626,More or equal to 100
2013-11-25,25,Nov,2013,34.0,Young Adults (25-34),F,USA,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,26,21,55,855,546,1401,More or equal to 100
2014-03-31,31,Mar,2014,27.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,3,9,25,38,27,65,Less than 100
2014-02-20,20,Feb,2014,39.0,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,82,51,133,Less than 100
2013-09-04,4,September,2013,34.0,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,8,8,21,74,64,138,Less than 100
2015-02-08,8,Feb,2015,23.0,Youth (<25),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1,1898,3375,768,1898,2666,More or equal to 100
2016-07-01,1,July,2016,19.0,Youth (<25),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,6,8,22,79,48,127,Less than 100
2014-05-21,21,May,2014,48.0,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,490,299,789,More or equal to 100
2015-11-15,15,Nov,2015,36.0,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,43,26,69,Less than 100
2014-06-14,14,June,2014,27.0,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272,More or equal to 100
2015-08-03,3,August,2015,26.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69,Less than 100
2016-01-20,20,January,2016,29.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Less than 100
2014-02-09,9,Feb,2014,28.0,Young Adults (25-34),M,UK,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,22,16,38,Less than 100
2014-02-11,11,Feb,2014,39.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,HL Road Tire,3,12,33,50,36,86,Less than 100
2013-09-10,10,September,2013,26.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8,23,15,38,Less than 100
2013-10-15,15,October,2013,1.0,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,36,38,74,Less than 100
2015-10-17,17,October,2015,52.0,Adults (35-64),M,USA,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,17,11,30,252,187,439,More or equal to 100
2013-09-27,27,September,2013,1.0,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,25,27,52,Less than 100
2015-07-24,24,July,2015,1.0,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,20,27,47,Less than 100
2015-10-22,22,October,2015,57.0,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-650 Black, 44",1,487,783,171,487,658,More or equal to 100
2015-10-31,31,October,2015,21.0,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,31,26,57,Less than 100
2014-03-26,26,Mar,2014,33.0,Young Adults (25-34),M,France,Pas de Calais,Clothing,Vests,"Classic Vest, L",21,24,64,638,504,1142,More or equal to 100
2014-05-09,9,May,2014,40.0,Adults (35-64),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,110,91,201,More or equal to 100
2013-08-14,14,August,2013,46.0,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,15,18,33,Less than 100
2014-06-27,27,June,2014,1.0,Youth (<25),F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,18,8,22,201,144,345,More or equal to 100
2015-07-21,21,July,2015,31.0,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,50,48,98,Less than 100
2016-07-11,11,July,2016,20.0,Youth (<25),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",26,38,50,260,988,1248,More or equal to 100
2016-06-07,7,June,2016,37.0,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,426,260,686,More or equal to 100
2016-05-23,23,May,2016,26.0,Young Adults (25-34),M,Germany,Hessen,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4,Less than 100
2015-10-19,19,October,2015,27.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,More or equal to 100
2015-11-09,9,Nov,2015,30.0,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,57,24,81,Less than 100
2016-05-09,9,May,2016,1.0,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,24,16,40,Less than 100
2014-06-11,11,June,2014,48.0,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,717,1555,2272,More or equal to 100
2015-11-25,25,Nov,2015,35.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,47,32,79,Less than 100
2016-06-14,14,June,2016,35.0,Adults (35-64),F,USA,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,769,1426,2195,More or equal to 100
2012-12-03,3,Dec,2012,28.0,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,-----,2,713,1120,411,1426,1837,More or equal to 100
2014-02-01,1,Feb,2014,42.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,-----,8,2,5,24,16,40,Less than 100
2014-04-23,23,April,2014,29.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,12,9,25,153,108,261,More or equal to 100
2015-08-11,11,August,2015,26.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,87,65,152,Less than 100
2014-06-14,14,June,2014,59.0,Adults (35-64),M,Australia,South Australia,Accessories,Tires and Tubes,LL Road Tire,18,8,21,166,144,310,More or equal to 100
2014-01-28,28,January,2014,33.0,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,620,2171,2791,More or equal to 100
2016-05-16,16,May,2016,44.0,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",3,344,540,377,1032,1409,More or equal to 100
2013-12-15,15,Dec,2013,26.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,HL Mountain Tire,10,13,35,213,130,343,More or equal to 100
2013-12-29,29,Dec,2013,47.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,LL Road Tire,2,8,21,25,16,41,Less than 100
2013-12-03,3,Dec,2013,33.0,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,192,117,309,More or equal to 100
2014-05-01,1,May,2014,35.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,14,13,27,Less than 100
2016-04-06,6,April,2016,26.0,Young Adults (25-34),M,UK,England,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,227,143,370,More or equal to 100
2015-12-29,29,Dec,2015,49.0,Adults (35-64),F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,31,8,22,345,248,593,More or equal to 100
2015-10-18,18,October,2015,27.0,Young Adults (25-34),F,UK,England,Clothing,Caps,AWC Logo Cap,31,7,9,51,217,268,Less than 100
