Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
28/1/2016,28,January,2016,35,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,4006,6513,10519
7/9/2015,7,September,2015,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
17/3/2014,17,March,2014,22,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,40,42,82
6/12/2015,6,December,2015,37,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,228,713,941
29/12/2013,29,December,2013,37,Adults (35-64),F,United Kingdom,England,Clothing,Vests,"Classic Vest, M",18,24,64,674,432,1106
12/6/2016,12,June,2016,31,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,3,9,25,30,27,57
20/11/2012,20,November,2012,40,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,692,2166,2858
10/3/2014,10,March,2014,29,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-650 Black, 60",1,487,783,155,487,642
31/10/2015,31,October,2015,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Socks,"Racing Socks, M",24,3,9,116,72,188
24/11/2015,24,November,2015,46,Adults (35-64),F,Germany,Saarland,Clothing,Caps,AWC Logo Cap,8,7,9,3,56,59
6/12/2015,6,December,2015,54,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139
4/9/2013,4,September,2013,36,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12
9/4/2014,9,April,2014,51,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,130,78,208
20/4/2016,20,April,2016,32,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,161,713,874
15/1/2014,15,January,2014,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,11,3,8,54,33,87
7/12/2015,7,December,2015,27,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8
6/3/2014,6,March,2014,65,Seniors (64+),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,89,60,149
12/8/2013,12,August,2013,32,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,286,988,1274
6/4/2016,6,April,2016,38,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3
5/6/2015,5,June,2015,30,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,2151,4665,6816
18/8/2013,18,August,2013,60,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84
17/7/2014,17,July,2014,41,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,23,8,22,312,184,496
28/12/2013,28,December,2013,24,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,20,9,25,310,180,490
21/2/2013,21,February,2013,43,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,942,2171,3113
31/1/2016,31,January,2016,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646
14/8/2015,14,August,2015,39,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
23/11/2013,23,November,2013,31,Young Adults (25-34),F,United States,New York,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,126,344,470
6/9/2015,6,September,2015,57,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,27,11,38
17/5/2014,17,May,2014,38,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813
28/11/2015,28,November,2015,46,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646
16/11/2013,16,November,2013,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,9,13,35,195,117,312
1/8/2015,1,August,2015,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,12,18,30
3/2/2014,3,February,2014,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,24,8,22,331,192,523
1/9/2013,1,September,2013,40,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,85,52,137
5/5/2014,5,May,2014,20,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,53,56,109
5/1/2016,5,January,2016,34,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",30,9,24,443,270,713
30/3/2015,30,March,2015,41,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113
15/12/2015,15,December,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,24,16,40
19/11/2013,19,November,2013,36,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274
21/2/2016,21,February,2016,23,Youth (<25),F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,59,54,113
27/6/2011,27,June,2011,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
28/5/2016,28,May,2016,51,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,11,4,15
25/2/2014,25,February,2014,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
21/10/2011,21,October,2011,57,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",3,344,540,248,1032,1280
9/4/2016,9,April,2016,42,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,13,10,23
22/2/2014,22,February,2014,26,Young Adults (25-34),M,Australia,New South Wales,Accessories,Cleaners,Bike Wash - Dissolver,6,3,8,24,18,42
20/4/2014,20,April,2014,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882
26/9/2013,26,September,2013,22,Youth (<25),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,15,8,22,167,120,287
18/3/2016,18,March,2016,53,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 58",3,487,783,583,1461,2044
4/9/2013,4,September,2013,36,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,60,24,84
8/3/2014,8,March,2014,28,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,3,12,33,41,36,77
18/10/2015,18,October,2015,41,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
31/8/2013,31,August,2013,33,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",14,38,50,21,532,553
29/7/2014,29,July,2014,54,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,19,25,44
21/10/2015,21,October,2015,41,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",19,38,50,19,722,741
18/11/2015,18,November,2015,29,Young Adults (25-34),F,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, S",28,9,24,279,252,531
28/4/2016,28,April,2016,43,Adults (35-64),M,United States,Oregon,Accessories,Hydration Packs,Hydration Pack - 70 oz.,21,21,55,552,441,993
31/1/2016,31,January,2016,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,768,1898,2666
12/6/2012,12,June,2012,45,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,165,688,853
19/11/2013,19,November,2013,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10
4/2/2014,4,February,2014,46,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40
30/1/2016,30,January,2016,30,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28
19/5/2016,19,May,2016,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,51,46,97
30/6/2014,30,June,2014,42,Adults (35-64),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,2,588,590
21/4/2014,21,April,2014,40,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,341,420,761
3/5/2016,3,May,2016,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94
23/2/2014,23,February,2014,23,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,330,208,538
19/9/2011,19,September,2011,50,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,321,1426,1747
31/3/2016,31,March,2016,40,Adults (35-64),M,France,Moselle,Clothing,Caps,AWC Logo Cap,5,7,9,5,35,40
7/11/2013,7,November,2013,35,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,401,299,700
5/12/2015,5,December,2015,26,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1799,3038,4837
11/6/2016,11,June,2016,33,Young Adults (25-34),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8,39,24,63
21/12/2015,21,December,2015,38,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,73,50,123
4/11/2015,4,November,2015,37,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,36,12,48
19/4/2016,19,April,2016,51,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,32,22,54
17/8/2015,17,August,2015,32,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,46,48,94
24/6/2016,24,June,2016,18,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,11,19,30
3/4/2014,3,April,2014,37,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,80,27,107
31/10/2015,31,October,2015,59,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",1,38,50,6,38,44
24/4/2014,24,April,2014,45,Adults (35-64),F,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, M",8,9,24,93,72,165
8/5/2014,8,May,2014,53,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,54,46,100
18/3/2014,18,March,2014,38,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,448,1555,2003
28/9/2013,28,September,2013,48,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Yellow, 58",1,461,742,266,461,727
14/11/2015,14,November,2015,24,Youth (<25),F,France,Somme,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,50,3,38,41
10/5/2014,10,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,14,11,30,262,154,416
10/5/2016,10,May,2016,38,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,2289,6513,8802
1/4/2014,1,April,2014,39,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,13,24,37
29/7/2014,29,July,2014,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,22,9,31
4/8/2015,4,August,2015,30,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",5,38,50,55,190,245
12/11/2015,12,November,2015,40,Adults (35-64),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,262,195,457
31/8/2015,31,August,2015,47,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,59,52,111
21/3/2016,21,March,2016,39,Adults (35-64),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196
5/5/2016,5,May,2016,,,M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,56,38,94
22/10/2013,22,October,2013,24,Youth (<25),F,Germany,Hessen,Clothing,Socks,"Racing Socks, M",18,3,9,97,54,151
4/5/2014,4,May,2014,58,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,362,713,1075
27/10/2013,27,October,2013,38,Adults (35-64),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",23,9,24,334,207,541
31/1/2011,31,January,2011,61,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",4,2171,3578,5342,8684,14026
3/10/2015,3,October,2015,51,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,667,840,1507
2/7/2015,2,July,2015,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 54",2,1482,2384,1613,2964,4577
15/5/2011,15,May,2011,44,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1141,3110,4251
11/1/2014,11,January,2014,61,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,12,16,28
27/3/2016,27,March,2016,42,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,8,8,22,108,64,172
4/5/2016,4,May,2016,58,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34
7/6/2014,7,June,2014,35,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,39,40,79
30/12/2013,30,December,2013,41,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,268,169,437
2/7/2014,2,July,2014,20,Youth (<25),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,23,7,9,44,161,205
14/7/2016,14,July,2016,37,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,329,299,628
14/2/2014,14,February,2014,33,Young Adults (25-34),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",25,26,70,1065,650,1715
3/4/2014,3,April,2014,51,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,16,11,30,294,176,470
23/8/2015,23,August,2015,58,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
26/12/2013,26,December,2013,27,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",7,38,50,70,266,336
30/5/2016,30,May,2016,46,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,334,420,754
24/12/2013,24,December,2013,30,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,13,12,25
19/4/2014,19,April,2014,55,Adults (35-64),M,United States,Oregon,Clothing,Vests,"Classic Vest, S",9,24,64,279,216,495
17/7/2016,17,July,2016,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,77,27,104
21/6/2016,21,June,2016,34,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,7,11,30,129,77,206
28/12/2015,28,December,2015,43,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,87,60,147
19/9/2015,19,September,2015,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1765,2504,4269
9/8/2013,9,August,2013,59,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,174,120,294
11/2/2016,11,February,2016,37,Adults (35-64),M,France,Moselle,Clothing,Shorts,"Women's Mountain Shorts, M",12,26,70,427,312,739
22/11/2015,22,November,2015,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,144,91,235
12/1/2014,12,January,2014,40,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,396,351,747
6/6/2014,6,June,2014,41,Adults (35-64),M,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,11,10,21
4/9/2015,4,September,2015,40,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,9,8,17
11/12/2013,11,December,2013,46,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,9,12,33,177,108,285
13/10/2013,13,October,2013,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,23,13,35,490,299,789
29/4/2016,29,April,2016,39,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",18,26,70,767,468,1235
25/5/2014,25,May,2014,27,Young Adults (25-34),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,103,78,181
21/12/2015,21,December,2015,39,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,9,15,24
6/12/2013,6,December,2013,43,Adults (35-64),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,486,450,936
16/11/2015,16,November,2015,31,Young Adults (25-34),M,France,Seine (Paris),Clothing,Gloves,"Half-Finger Gloves, L",3,9,24,32,27,59
11/12/2015,11,December,2015,38,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108
8/5/2014,8,May,2014,33,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,6,10,16
19/2/2016,19,February,2016,53,Adults (35-64),M,France,Seine (Paris),Accessories,Cleaners,Bike Wash - Dissolver,12,3,8,43,36,79
15/1/2016,15,January,2016,49,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,20,8,22,271,160,431
25/1/2014,25,January,2014,36,Adults (35-64),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,20,21,55,658,420,1078
29/5/2016,29,May,2016,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
19/8/2013,19,August,2013,40,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,123,90,213
21/7/2014,21,July,2014,45,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Mountain Tire,21,9,25,242,189,431
7/12/2015,7,December,2015,49,Adults (35-64),M,France,Nord,Clothing,Caps,AWC Logo Cap,27,7,9,22,189,211
3/4/2016,3,April,2016,40,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
12/1/2012,12,January,2012,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1526,4342,5868
13/3/2014,13,March,2014,38,Adults (35-64),F,United States,Washington,Clothing,Socks,"Racing Socks, L",16,3,9,64,48,112
17/7/2016,17,July,2016,41,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,17,6,23
10/11/2013,10,November,2013,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,57,23,80
2/5/2014,2,May,2014,43,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
21/12/2015,21,December,2015,30,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,332,247,579
3/4/2013,3,April,2013,43,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,676,1252,1928
7/11/2015,7,November,2015,40,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,113,108,221
16/6/2014,16,June,2014,64,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",28,9,24,407,252,659
23/3/2014,23,March,2014,31,Young Adults (25-34),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,53,39,92
10/5/2016,10,May,2016,53,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,9,10,19
28/4/2014,28,April,2014,24,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,15,16,31
15/2/2014,15,February,2014,45,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,538,1252,1790
28/11/2013,28,November,2013,39,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,6,4,10
14/1/2014,14,January,2014,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,157,117,274
11/7/2015,11,July,2015,37,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,81,56,137
18/4/2016,18,April,2016,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,67,48,115
5/5/2016,5,May,2016,20,Youth (<25),M,United States,Washington,Clothing,Caps,AWC Logo Cap,25,7,9,1,175,176
31/10/2013,31,October,2013,43,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,13,13,35,190,169,359
18/3/2016,18,March,2016,38,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,195,117,312
16/2/2014,16,February,2014,30,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,78,988,1066
18/8/2015,18,August,2015,47,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,73,52,125
9/6/2016,9,June,2016,30,Young Adults (25-34),M,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,137,344,481
24/1/2014,24,January,2014,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Gloves,"Half-Finger Gloves, M",7,9,24,83,63,146
28/9/2015,28,September,2015,22,Youth (<25),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,19,8,22,262,152,414
3/5/2015,3,May,2015,32,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,185,344,529
14/8/2015,14,August,2015,45,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,17,30,47
29/6/2016,29,June,2016,57,Adults (35-64),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,683,1266,1949
25/1/2014,25,January,2014,22,Youth (<25),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,62,44,106
22/4/2012,22,April,2012,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",2,487,783,247,974,1221
24/8/2013,24,August,2013,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,5,8,21,43,40,83
24/11/2015,24,November,2015,33,Young Adults (25-34),M,United States,California,Accessories,Fenders,Fender Set - Mountain,25,8,22,339,200,539
25/9/2015,25,September,2015,49,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,3,6,9
29/10/2015,29,October,2015,54,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,16,19,35
15/12/2015,15,December,2015,43,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,1,8,21,10,8,18
19/9/2011,19,September,2011,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540,556,1032,1588
15/1/2014,15,January,2014,48,Adults (35-64),F,United States,Washington,Clothing,Vests,"Classic Vest, L",21,24,64,544,504,1048
26/5/2016,26,May,2016,34,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-500 Black, 48",1,295,540,207,295,502
12/5/2016,12,May,2016,28,Young Adults (25-34),M,Australia,New South Wales,Clothing,Vests,"Classic Vest, L",15,24,64,475,360,835
27/1/2016,27,January,2016,46,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10
23/4/2016,23,April,2016,30,Young Adults (25-34),M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",28,38,50,154,1064,1218
24/11/2013,24,November,2013,52,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1335,2171,3506
13/9/2015,13,September,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,21,28,49
21/4/2014,21,April,2014,35,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
31/3/2016,31,March,2016,45,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821
8/6/2016,8,June,2016,48,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203
7/9/2015,7,September,2015,36,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,21,23,44
11/3/2013,11,March,2013,29,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902
3/11/2013,3,November,2013,51,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,6,11,17
28/12/2015,28,December,2015,34,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59
