Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
31/7/2015,31,July,2015,37,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249,More or equal to 100
7/10/2015,7,October,2015,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,12,2,5,34,24,58,Less than 100
4/10/2012,4,October,2012,29,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1884,4342,6226,More or equal to 100
19/3/2016,19,March,2016,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,528,351,879,More or equal to 100
20/1/2016,20,January,2016,43,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454,More or equal to 100
12/7/2016,12,July,2016,50,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,26,12,33,537,312,849,More or equal to 100
24/4/2014,24,April,2014,44,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,15,14,29,Less than 100
3/10/2013,3,October,2013,38,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,17,18,35,Less than 100
26/12/2015,26,December,2015,40,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,227,169,396,More or equal to 100
5/10/2015,5,October,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30,Less than 100
6/1/2016,6,January,2016,69,Seniors (64+),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,20,9,25,310,180,490,More or equal to 100
28/4/2016,28,April,2016,33,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86,Less than 100
16/2/2016,16,February,2016,54,Adults (35-64),M,United States,Washington,Clothing,Vests,"Classic Vest, S",10,24,64,259,240,499,More or equal to 100
28/9/2013,28,September,2013,26,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Fenders,Fender Set - Mountain,8,8,22,89,64,153,Less than 100
11/3/2014,11,March,2014,29,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Touring Tire,26,11,29,453,286,739,More or equal to 100
13/1/2014,13,January,2014,54,Adults (35-64),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",8,9,24,95,72,167,Less than 100
21/8/2013,21,August,2013,29,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,18,25,43,Less than 100
10/3/2014,10,March,2014,37,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,28,7,9,51,196,247,Less than 100
17/5/2016,17,May,2016,44,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69,Less than 100
6/10/2015,6,October,2015,33,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,17,12,29,Less than 100
10/7/2014,10,July,2014,43,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,22,8,22,289,176,465,More or equal to 100
30/10/2013,30,October,2013,36,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,433,273,706,More or equal to 100
10/12/2015,10,December,2015,26,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,9,14,23,Less than 100
21/6/2016,21,June,2016,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,8,6,14,Less than 100
7/1/2016,7,January,2016,27,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,15,23,38,Less than 100
2/2/2014,2,February,2014,58,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",6,9,24,89,54,143,Less than 100
26/3/2014,26,March,2014,40,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,93,48,141,Less than 100
27/5/2016,27,May,2016,50,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,23,8,22,317,184,501,More or equal to 100
11/5/2014,11,May,2014,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,19,8,22,191,152,343,More or equal to 100
9/10/2015,9,October,2015,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,Less than 100
27/6/2016,27,June,2016,40,Adults (35-64),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,4,42,46,Less than 100
3/3/2014,3,March,2014,26,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,155,487,642,More or equal to 100
16/10/2013,16,October,2013,28,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,193,755,948,More or equal to 100
29/3/2016,29,March,2016,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113,More or equal to 100
16/10/2013,16,October,2013,36,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,4,7,9,7,28,35,Less than 100
31/8/2013,31,August,2013,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,8,11,30,121,88,209,More or equal to 100
4/4/2014,4,April,2014,40,Adults (35-64),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,121,308,429,More or equal to 100
14/12/2013,14,December,2013,36,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,329,713,1042,More or equal to 100
11/8/2013,11,August,2013,50,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,312,1083,1395,More or equal to 100
23/6/2016,23,June,2016,33,Youth (<25),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,160,81,241,More or equal to 100
4/7/2015,4,July,2015,29,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506,More or equal to 100
24/11/2013,24,November,2013,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,More or equal to 100
23/4/2014,23,April,2014,33,Youth (<25),F,France,Hauts de Seine,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,38,14,52,Less than 100
4/2/2016,4,February,2016,21,Youth (<25),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,408,338,746,More or equal to 100
11/9/2015,11,September,2015,19,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,48,34,82,Less than 100
15/11/2013,15,November,2013,33,Youth (<25),M,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,499,1083,1582,More or equal to 100
26/2/2014,26,February,2014,32,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,17,7,9,13,119,132,Less than 100
27/4/2014,27,April,2014,24,Youth (<25),F,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164,Less than 100
27/11/2013,27,November,2013,40,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54,Less than 100
6/5/2014,6,May,2014,48,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Less than 100
1/6/2016,1,June,2016,17,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,80,84,164,Less than 100
9/3/2014,9,March,2014,59,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,20,21,41,Less than 100
18/5/2012,18,May,2012,41,Adults (35-64),F,France,Yveline,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,603,3110,3713,More or equal to 100
29/12/2015,29,December,2015,19,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20,Less than 100
8/11/2013,8,November,2013,33,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25,240,144,384,More or equal to 100
28/6/2016,28,June,2016,49,Adults (35-64),F,Australia,South Australia,Clothing,Vests,"Classic Vest, L",13,24,64,370,312,682,More or equal to 100
3/2/2014,3,February,2014,35,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",5,38,50,58,190,248,Less than 100
26/4/2016,26,April,2016,33,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,36,38,74,Less than 100
25/4/2016,25,April,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797,More or equal to 100
20/4/2014,20,April,2014,33,Youth (<25),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272,More or equal to 100
13/2/2016,13,February,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13,Less than 100
11/8/2013,11,August,2013,31,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,7,7,9,4,49,53,Less than 100
19/8/2015,19,August,2015,52,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,-----,18,4,10,104,72,176,More or equal to 100
14/7/2015,14,July,2015,52,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498,More or equal to 100
13/8/2015,13,August,2015,37,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,53,504,557,Less than 100
13/12/2011,13,December,2011,37,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,More or equal to 100
8/7/2014,8,July,2014,22,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,40,42,82,Less than 100
18/4/2016,18,April,2016,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5,Less than 100
19/4/2014,19,April,2014,59,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,46,44,90,Less than 100
13/2/2016,13,February,2016,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,536,338,874,More or equal to 100
10/9/2013,10,September,2013,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595,More or equal to 100
27/3/2014,27,March,2014,50,Adults (35-64),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,19,8,22,174,152,326,More or equal to 100
4/12/2013,4,December,2013,33,Youth (<25),M,United States,Washington,Bikes,Road Bikes,-----,1,713,1120,161,713,874,More or equal to 100
23/5/2016,23,May,2016,26,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,Less than 100
8/5/2016,8,May,2016,35,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,241,755,996,More or equal to 100
29/6/2014,29,June,2014,44,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,26,18,44,Less than 100
26/10/2013,26,October,2013,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,596,364,960,More or equal to 100
29/12/2013,29,December,2013,27,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,332,221,553,More or equal to 100
8/8/2015,8,August,2015,48,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54,Less than 100
20/3/2016,20,March,2016,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,44,40,84,Less than 100
5/2/2016,5,February,2016,41,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113,Less than 100
25/12/2015,25,December,2015,46,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9,Less than 100
2/12/2013,2,December,2013,51,Adults (35-64),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",19,26,70,809,494,1303,More or equal to 100
30/1/2016,30,January,2016,28,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12,Less than 100
24/12/2015,24,December,2015,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50,Less than 100
16/11/2013,16,November,2013,18,Youth (<25),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,779,468,1247,More or equal to 100
4/9/2015,4,September,2015,33,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bottles and Cages,-----,30,2,5,80,60,140,Less than 100
3/1/2016,3,January,2016,41,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805,More or equal to 100
9/9/2015,9,September,2015,41,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,166,99,265,More or equal to 100
26/8/2015,26,August,2015,21,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,455,273,728,More or equal to 100
18/6/2016,18,June,2016,35,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,100,91,191,More or equal to 100
10/7/2016,10,July,2016,49,Adults (35-64),F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, L",20,26,70,572,520,1092,More or equal to 100
27/2/2016,27,February,2016,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25,Less than 100
8/12/2011,8,December,2011,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,4123,5064,9187,More or equal to 100
9/2/2014,9,February,2014,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517,More or equal to 100
28/7/2014,28,July,2014,34,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,Less than 100
24/4/2014,24,April,2014,45,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,906,2171,3077,More or equal to 100
6/2/2014,6,February,2014,36,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,Less than 100
5/8/2013,5,August,2013,23,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,23,12,33,316,276,592,More or equal to 100
18/4/2016,18,April,2016,45,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,351,1555,1906,More or equal to 100
23/2/2016,23,February,2016,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,42,30,72,Less than 100
1/6/2013,1,June,2013,36,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,172,713,885,More or equal to 100
5/12/2013,5,December,2013,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,-----,11,7,9,21,77,98,Less than 100
2/2/2012,2,February,2012,38,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2742,4342,7084,More or equal to 100
5/1/2014,5,January,2014,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,280,487,767,More or equal to 100
20/8/2013,20,August,2013,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,Less than 100
8/6/2016,8,June,2016,52,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,126,344,470,More or equal to 100
30/6/2015,30,June,2015,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,498,840,1338,More or equal to 100
19/9/2013,19,September,2013,43,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,396,713,1109,More or equal to 100
22/3/2011,22,March,2011,31,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,-----,2,1252,2295,1122,2504,3626,More or equal to 100
25/11/2013,25,November,2013,34,Young Adults (25-34),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,26,21,55,855,546,1401,More or equal to 100
31/3/2014,31,March,2014,27,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,3,9,25,38,27,65,Less than 100
20/2/2014,20,February,2014,39,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,82,51,133,Less than 100
4/9/2013,4,September,2013,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,8,8,21,74,64,138,Less than 100
8/2/2015,8,February,2015,23,Youth (<25),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1,1898,3375,768,1898,2666,More or equal to 100
1/7/2016,1,July,2016,19,Youth (<25),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,6,8,22,79,48,127,Less than 100
21/5/2014,21,May,2014,48,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,490,299,789,More or equal to 100
15/11/2015,15,November,2015,36,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,43,26,69,Less than 100
14/6/2014,14,June,2014,27,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272,More or equal to 100
3/8/2015,3,August,2015,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69,Less than 100
20/1/2016,20,January,2016,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Less than 100
9/2/2014,9,February,2014,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,22,16,38,Less than 100
11/2/2014,11,February,2014,39,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,HL Road Tire,3,12,33,50,36,86,Less than 100
10/9/2013,10,September,2013,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8,23,15,38,Less than 100
15/10/2013,15,October,2013,33,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,36,38,74,Less than 100
17/10/2015,17,October,2015,52,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,17,11,30,252,187,439,More or equal to 100
27/9/2013,27,September,2013,33,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,25,27,52,Less than 100
24/7/2015,24,July,2015,33,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,20,27,47,Less than 100
22/10/2015,22,October,2015,57,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-650 Black, 44",1,487,783,171,487,658,More or equal to 100
31/10/2015,31,October,2015,21,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,31,26,57,Less than 100
26/3/2014,26,March,2014,33,Young Adults (25-34),M,France,Pas de Calais,Clothing,Vests,"Classic Vest, L",21,24,64,638,504,1142,More or equal to 100
9/5/2014,9,May,2014,40,Adults (35-64),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,110,91,201,More or equal to 100
14/8/2013,14,August,2013,46,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,15,18,33,Less than 100
27/6/2014,27,June,2014,33,Youth (<25),F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,18,8,22,201,144,345,More or equal to 100
21/7/2015,21,July,2015,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,50,48,98,Less than 100
11/7/2016,11,July,2016,20,Youth (<25),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",26,38,50,260,988,1248,More or equal to 100
7/6/2016,7,June,2016,37,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,426,260,686,More or equal to 100
23/5/2016,23,May,2016,26,Young Adults (25-34),M,Germany,Hessen,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4,Less than 100
19/10/2015,19,October,2015,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,More or equal to 100
9/11/2015,9,November,2015,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,57,24,81,Less than 100
9/5/2016,9,May,2016,33,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,24,16,40,Less than 100
11/6/2014,11,June,2014,48,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,717,1555,2272,More or equal to 100
25/11/2015,25,November,2015,35,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,47,32,79,Less than 100
14/6/2016,14,June,2016,35,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,769,1426,2195,More or equal to 100
3/12/2012,3,December,2012,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,-----,2,713,1120,411,1426,1837,More or equal to 100
1/2/2014,1,February,2014,42,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,-----,8,2,5,24,16,40,Less than 100
23/4/2014,23,April,2014,29,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,12,9,25,153,108,261,More or equal to 100
11/8/2015,11,August,2015,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,87,65,152,Less than 100
14/6/2014,14,June,2014,59,Adults (35-64),M,Australia,South Australia,Accessories,Tires and Tubes,LL Road Tire,18,8,21,166,144,310,More or equal to 100
28/1/2014,28,January,2014,33,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,620,2171,2791,More or equal to 100
16/5/2016,16,May,2016,44,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",3,344,540,377,1032,1409,More or equal to 100
15/12/2013,15,December,2013,26,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,10,13,35,213,130,343,More or equal to 100
29/12/2013,29,December,2013,47,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,LL Road Tire,2,8,21,25,16,41,Less than 100
3/12/2013,3,December,2013,33,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,192,117,309,More or equal to 100
1/5/2014,1,May,2014,35,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,14,13,27,Less than 100
6/4/2016,6,April,2016,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,227,143,370,More or equal to 100
29/12/2015,29,December,2015,49,Adults (35-64),F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,31,8,22,345,248,593,More or equal to 100
18/10/2015,18,October,2015,27,Young Adults (25-34),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,31,7,9,51,217,268,Less than 100
13/12/2015,13,December,2015,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,279,208,487,More or equal to 100
28/5/2014,28,May,2014,28,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,27,12,33,371,324,695,More or equal to 100
18/12/2012,18,December,2012,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1260,2504,3764,More or equal to 100
8/7/2014,8,July,2014,17,Youth (<25),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,Less than 100
24/5/2016,24,May,2016,18,Youth (<25),F,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,8,21,55,180,168,348,More or equal to 100
11/12/2015,11,December,2015,36,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974,More or equal to 100
10/11/2015,10,November,2015,47,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,75,52,127,Less than 100
12/9/2013,12,September,2013,48,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10,Less than 100
27/8/2013,27,August,2013,48,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,-----,30,13,35,587,390,977,More or equal to 100
4/12/2013,4,December,2013,21,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Less than 100
30/5/2014,30,May,2014,38,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,745,1252,1997,More or equal to 100
5/4/2014,5,April,2014,31,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,Less than 100
6/4/2014,6,April,2014,29,Young Adults (25-34),M,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502,More or equal to 100
20/5/2014,20,May,2014,29,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,-----,9,2,5,26,18,44,Less than 100
11/8/2013,11,August,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16,Less than 100
31/1/2016,31,January,2016,36,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,32,18,50,Less than 100
13/3/2014,13,March,2014,37,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,450,299,749,More or equal to 100
